Frequency Rank,Javanese,Indonesian,Part of Speech,IPA,Audio,example sentence 1,example sentence 2,Is Krama,note
2079,dingkik,intip,,,,,,,
2080,dura,luar; Madura,,,,,,,
2081,duwa,"tentang, lawan, tidak menyetujui",Kata Kerja,,,,,,
2082,jamas,keramas,Kata Kerja,,,,,,
2083,jarem,ruam,Kata Sifat,,,,,,
2084,jatukrama,jodoh,Kata Benda,,,,,,
2085,jembrak,rambut yang gondrong dan berdiri,Kata Sifat,,,,,,
2086,jèmbrèng,"buka lebar (untuk kain, kertas, dsb.)",,,,,,,
2087,jèrèng,juling,,,,,,,
2088,jimpit,mengambil sedikit,Kata Kerja,,,,,,
2089,jiwit,cubit,Kata Kerja,,,,,,
2090,dhodhog,ketuk pintu,Kata Kerja,,,,,,
2091,eden,ejan,Kata Kerja,,,,,,
2092,gambas,petola,Kata Benda,,,,,,
2093,gampar,"sandal dari kayu, pukul",,,,,,,
2094,gondhal-gandhul,berayun-ayun (untuk benda yang tergantung,Kata Sifat,,,,,,
2095,gepuk,pukul,Kata Kerja,,,,,,
2096,undha-undhi,"sama saja, selisih usianya sedikit",Kata Sifat,,,,,,
2097,glethak,terletak,Kata Kerja,,,,,,
2098,gumyak,ramai; ceria,Kata Sifat,,,,,,
2099,gocèk,berpegang,,,,,,,
2100,grayang,raba,,,,,,,
2101,grasak,barang bekas,,,,,,,
2102,imbu,peram,Kata Kerja,,,,,,
2103,incer,incar,,,,,,,
2104,kacung,pelayan,Kata Benda,,,,,,
2105,kemlakaren,terlalu kenyang,,,,,,,
2106,klanthung,"nganggur, tidak memperoleh hasil apapun",,,,,,,
2107,koplok,pukul,,,,,,,
2108,kroco,prajurit rendahan,Kata Benda,,,,,,
2109,léndhéyan,sandaran,,,,,,,
2110,loyo,lemah,Kata Sifat,,,,,,
2111,pethok,buntal,,,,,,,
2112,mlangkring,bertengger,,,,,,,
2113,tekak,cekik,,,,,,,
2114,cicip,merasai,Kata Kerja,,,,,,
2115,nodhi,mencoba,Kata Sifat,,,,,Krama,
2116,cakup,mengambil secara acak dengan jumlah banyak,Kata Kerja,,,,,,
2117,canthol,"cantol, gantung, kait",Kata Kerja,,,,,,
2118,cangking,"bawa sebagai tambahan bawaan, jinjing",Kata Kerja,,,,,,
2119,nyangklak,menyakitkan hati,,,,,,,
2120,nyang-nyangan,"tawar-menawar, negosiasi",,,,,,,
2121,caplok,memasukkan semua ke dalam mulut,Kata Kerja,,,,,,
2122,cawuk,mengambil dengan cara menyendokkan tangan,Kata Kerja,,,,,,
2123,cekakik,ampas kopi (sisa setelah diminum,Kata Benda,,,,,,
2124,cethot,cubit besar,Kata Kerja,,,,,,
2125,sidhat,ikan berbentuk seperti ular/belut,,,,,,,
2126,cubles,menusuk dengan benda runcing,Kata Kerja,,,,,,
2127,culek,mencolok (mata),Kata Kerja,,,,,,
2128,sunggar,menanduk dengan kepala,,,,,,,
2129,curut,tikus bermoncong runcing,Kata Benda,,,,,,
2130,cokot,gigit,,,,,,,
2131,conthèng,coret silang,,,,,,,
2132,ngaos,mengaji,Kata Kerja,,,,,,
2133,ngasak,"membawa barang dari tempat yang tidak jelas,",Kata Kerja,,,,,,
2134,ngentup,menyengat,Kata Kerja,,,,,,
2135,pelok,biji mangga,Kata Benda,,,,,,
2136,uber,"kejar, buru",Kata Kerja,,,,,,
2137,uja,penuhi segala keinginan,Kata Kerja,,,,,,
2138,uyup,"hirup (untuk cairan, mis. kuah sayur",Kata Kerja,,,,,,
2139,under,"pusat, inti",Kata Keadaan,,,,,,
2140,undhuh,petik/tuai,Kata Kerja,,,,,,
2141,usik,ganggu,Kata Kerja,,,,,,
2142,ucek,"gosok-gosokkan (mata, cucian)",Kata Kerja,,,,,,
2143,oyok,rebut,Kata Kerja,,,,,,
2144,rundhuk,"membungkuk, mengendap-endap",,,,,,,
2145,ondhé-ondhé,sejenis jajan tradisional yang bagian luarnya ditaburi wijen,,,,,,,
2146,poh,mangga,Kata Benda,,,,,,
2147,cluthak,"suka mencuri makanan (untuk hewan, terutama kucing); mau makan apa saja",Kata Sifat,,,,,,
2148,margo,jalan,,,,,,Krama,
2149,rikma,Rambut,,,,,,Krama,
2150,canthas,bicaranya lantang (untuk wanita,Kata Sifat,,,,,,
2151,wangwung,kumbang,Kata Benda,,,,,,
2152,kendil,periuk nasi dari tanah,,,,,,,
2153,kademen,kedinginan,,,,,,,
2154,anjok,tiba di,Kata Depan,,,,,,
2155,jerohan,isi perut,Kata Benda,,,,,,
2156,mboh,entah,,,,,,,
2157,londo,"Belanda, orang Belanda, bule",Kata Benda,,,,,,
2158,gali,"pencoleng, penjahat",,,,,,,
2159,lindu,gempa bumi,,,,,,,
2160,dawet,cendol,Kata Benda,,,,,,
2161,purwo,"awal, permulaan",,,,,,Krama,
2162,restu,doa/ridho/diijinkan,,,,,,,
2163,obrak,usir,,,,,,,
2164,kerso,mau,,,,,,,
2165,nopo,apa,Kata Sifat,,,,,Krama,
2166,winisuda,diwisuda,Kata Kerja,,,,,,
2167,anyang-anyangen,merasa seperti ingin kencing,Kata Sifat,,,,,,
2168,umek,tidak bisa diam,Kata Sifat,,,,,,
2169,lèmbèng,genit,,,,,,,
2170,brudhul,keluar berama-ramai/berbarengan,Kata Kerja,,,,,,
2171,jagabaya,petugas keamanan desa,Kata Benda,,,,,,
2172,gemrudug,pergi/datangnya dalam jumlah besar,Kata Keadaan,,,,,,
2173,jimpitan,"iuran rutin biasanya dalam bentuk beras dalam jumlah sedikit, di taruh di tempat khusus, diambil oleh petugas khusus misalnya tukang ronda malam",Kata Benda,,,,,,
2174,nyelehke,meletakan sesuatu yang bukan milik sendiri,,,,,,,
2175,angslé,nama minuman,,,,,,,
2176,iming-iming,"hadiah yang dijanjikan; stimulan, perangsang, motivator",Kata Benda,,,,,,
2177,kruntelan,jatuh atau tidur pada posisi lutut merapat ke dada,,,,,,,
2178,anjlok,turun tiba-tiba,Kata Kerja,,,,,,
2179,ceking,kurus kering,,,,,,,
2180,kenthir,gila,,,,,,,
2181,wadag,raga,Kata Benda,,,,,,
2182,aban-aban,"rumor, desas-desus, isu, kabar",Kata Benda,,,,,,
2183,angsul,kembali,Kata Kerja,,,,,Krama,
2184,babit,mengayunkan benda dengan menahan ujungnya,Kata Kerja,,,,,,
2185,banjar,baris,,,,,,,
2186,bandhit,pencoleng,,,,,,,
2187,bandhot,kambing yang sudah tua,,,,,,,
2188,bantaran,pinggir (tentang sungai),Kata Benda,,,,,,
2189,bacok,senjata tajam (seperti parang dan celurit),,,,,,,
2190,gudig,kudis,Kata Benda,,,,,,
2191,berèt,tergores,,,,,,,
2192,bedhal,"berontak, melawan",Kata Kerja,,,,,,
2193,bedhat,rusak karena akitannya tidak kuat,,,,,,,
2194,bedhigasan,tingkahnya tidak karuan; tidak bisa diam,Kata Sifat,,,,,,
2195,bendhol,bengkak,Kata Benda,,,,,,
2196,bentur,tumbur,,,,,,,
2197,bengep,"sembab, lebam di wajah",Kata Sifat,,,,,,
2198,blanak,jenis ikan,Kata Benda,,,,,,
2199,bléndrang,sisa masakan bersantan yeng sudah dipanaskan berkali-kali,,,,,,,
2200,bledhèh,terbuka kancingnya (untuk baju),,,,,,,
2201,blusuk,nyungsep,,,,,,,
2202,buluken,"berjamur, kotor sekali",,,,,,,
2203,bumpet,tersumbat,Kata Sifat,,,,,,
2204,brabak,memerah (wajah),Kata Kerja,,,,,,
2205,brangas,mudah marah,Kata Sifat,,,,,,
2206,brobos,masuk melalui celah atau kolong,Kata Kerja,,,,,,
2207,dugang,tendang dengan lutut,Kata Kerja,,,,,,
2208,dumuk,"sentuh, pegang, rengkuh",Kata Kerja,,,,,,
2209,jambal,memanggil orang yang lebih tua hanya dengan nama tanpa panggilan sopan seperti pak/bu/kak,Kata Kerja,,,,,,
2210,waringuten,kewalahan,Kata Keadaan,,,,,,
2211,jenggèlèk,bangkit secara tiba-tiba,,,,,,,
2212,jeplak,membuka dengan cepat,Kata Kerja,,,,,,
2213,jomplang,tidak seimbang,Kata Sifat,,,,,,
2214,jothak,"seteru; bermusuhan, tidak rukun",Kata Kerja,,,,,,
2215,dhadhak,getah,Kata Benda,,,,,,
2216,dhangka,tempat asal,Kata Benda,,,,,,
2217,dhingklang,pincang,Kata Sifat,,,,,,
2218,dhupak,tendang menggunakan tumit,Kata Kerja,,,,,,
2219,dhodhos,lubangi dari bawah,Kata Kerja,,,,,,
2220,dhom,jarum,,,,,,,
2221,entén-entén,isi jajanan terbuat dari partan kelapa dimasak dengan gula merah,,,,,,,
2222,gènjèr,nama sayuran,,,,,,,
2223,genthèng,genteng,,,,,,,
2224,geplak,nama jajanan terbuat dari kelapa parut dan gula,Kata Benda,,,,,,
2225,getap,cepat bertindak/bereaksi,Kata Sifat,,,,,,
2226,glagar,balok,,,,,,,
2227,glandhangan,tuna wisma,,,,,,,
2228,gusah,halau,Kata Kerja,,,,,,
2229,godhag,mampu berbuat,Kata Sifat,,,,,,
2230,gondhol,bawa lari/gonggong,Kata Kerja,,,,,,
2231,gragal,kerikil besar,Kata Benda,,,,,,
2232,gruwung,berlubang,Kata Sifat,,,,,,
2233,harsaya,senang,Kata Sifat,,,,,,
2234,hasti,gajah,Kata Benda,,,,,,
2235,himalaya,gunung,Kata Benda,,,,,,
2236,katrek,bodoh,,,,,,,
2237,kacuk,kemaluan laki-laki,Kata Benda,,,,,,
2238,kecelék,tertipu/terlambat tidak mendapatkan apa apa,,,,,,,
2239,kulu,tetelan,Kata Benda,,,,,,
2240,kopros,jorok,,,,,,,
2241,kroto,anak sejenis semut merah untuk makanan burung,Kata Benda,,,,,,
2242,lonyot,direbus terlalu masak,Kata Sifat,,,,,,
2243,lowèr,terlalu longgar (untuk lubang),,,,,,,
2244,morong,teko,Kata Benda,,,,,,
2245,nyeleneh,"sesuatu yang tidak biasa, absurd",,,,,,,
2246,nyomot,mengambil,,,,,,,
2247,nyoplok,"mencabut, mencopot, melepas, menanggalkan",Kata Kerja,,,,,,
2248,ngemat,membaca mantra/berdoa,Kata Kerja,,,,,,
2249,ngewohi,merecoki,,,,,,,
2250,ngudhi,mencari,Kata Kerja,,,,,,
2251,ngowéh,melongo,,,,,,,
2252,udel,pusar,Kata Benda,,,,,,
2253,udun,bisul,Kata Benda,,,,,,
2254,uget-uget,larva,Kata Benda,,,,,,
2255,mlirik,melirik,,,,,,,
2256,polong,"bunga cengkeh, pohon cengkeh",Kata Benda,,,,,,
2257,remes,remas,,,,,,,
2258,rondhé,Minuman dari jahe,,,,,,,
2259,usus-usus,tali kolor,Kata Benda,,,,,,
2260,turuk,kelamin wanita,Kata Benda,,,,,,
2261,candramawa,kucing hitam,Kata Benda,,,,,,
2262,caplak,penyakit kulit,Kata Benda,,,,,,
2263,cempeh,tempe belum jadi,,,,,,,
2264,ciblèk,nama burung; anak perempuan yang menjadi pelacur di Yogya dan Semarang.,,,,,,,
2265,cikat,"cepat, gesit, segera",Kata Sifat,,,,,,
2266,rahap,nikmat (untuk makanan),,,,,,,
2267,clandhakan,suka memegang barang (biasanya milik orang lain) tanpa ijin,,,,,,,
2268,wadanan,julukan,Kata Benda,,,,,,
2269,wadad,tidak menjalani perkawinan,Kata Benda,,,,,,
2270,céthul,nama ikan kecil,,,,,,,
2271,wadhang,masakan kemarin (untuk nasi),Kata Sifat,,,,,,
2272,waung,anjing,Kata Benda,,,,,,
2273,wedhon,hantu sawah,Kata Benda,,,,,,
2274,klékaran,tiduran,,,,,,,
2275,nglintek,tidur sangat nyenyak,,,,,,,
2276,aban,suara,Kata Benda,,,,,,
2277,kosokan,gosokan,Kata Benda,,,,,,
2278,dengkul,lutut,Kata Benda,,,,,,
2279,wiridan,pembacaan wirid,Kata Benda,,,,,,
2280,bebedhag,berburu,Kata Kerja,,,,,,
2281,nyonggo,membawa sesuatu dengan kedua telapak tangan,,,,,,,
2282,cunduk,tusuk,Kata Benda,,,,,,
2283,kudung,kerudung; tudung,Kata Benda,,,,,,
2284,kerdus,kardus,,,,,,,
2285,ugeran,pegangan / sebuah pedoman,,,,,,,
2286,wargi,warga,Kata Benda,,,,,,
2287,gogrok,rontok,,,,,,,
2288,tratapan,berdebar-debar,,,,,,,
2289,gendhakan,wanita simpanan,Kata Benda,,,,,,
2290,kléndran,lengah,,,,,,,
2291,pindang,jenis ikan,Kata Benda,,,,,,
2292,ulatipun,wajahnya,,,,,,,
2293,budeg,tuli,Kata Sifat,,,,,,
2294,undamana,maki-maki,Kata Kerja,,,,,,
2295,pancagati,lima bersaudara yang semuanya perempuan,Kata Benda,,,,,,
2296,lumet,"halus, lembut seperti lumpur",Kata Sifat,,,,,,
2297,kandhel,tebal,,,,,,,
2298,udik,dusun,Kata Benda,,,,,,
2299,candala,jahat,Kata Sifat,,,,,,
2300,wawacan,bacaan,Kata Benda,,,,,,
2301,malangkerik,berkacak pinggang,,,,,,,
2302,uleten,campurlah,,,,,,,
2303,dingklik,bangku kecil,Kata Benda,,,,,,
2304,ancang-ancang,"persiapan, mengambil kuda-kuda",Kata Benda,,,,,,
2305,babak-bundhas,babak-belur,Kata Sifat,,,,,,
2306,bajigur,"sejenis minuman penghangat badan yang mengandung jahe, kacang, roti yang dirajang",,,,,,,
2307,gongso,gamelan,,,,,,Krama,
2308,ingklik,cepat-cepat berlalu; berjalan cepat,Kata Benda,,,,,,
2309,rudatos,"sedih, susah",,,,,,Krama,
2310,ables,melesak,Kata Kerja,,,,,,
2311,aboh,bengkak / mElEpuh,Kata Sifat,,,,,,
2312,amburat,bersinar,Kata Kerja,,,,,Krama,
2313,ambèr-ambèr,melimpah,,,,,,,
2314,ngampung,menumpang,Kata Kerja,,,,,,
2315,nganak-nganaké,berusaha dengan keras agar ada,,,,,,,
2316,nganakké,riba,,,,,,,
2317,angin-angin,udara segar,Kata Benda,,,,,,
2318,bacokan,berkelahi dengan senjata tajam,,,,,,,
2319,badhèk-badhèkan,tebak-tebakan,,,,,,,
2320,badhug,tembok rendah untuk meletakkan sesuatu,Kata Benda,,,,,,
2321,bahureksa,penguasa,Kata Benda,,,,,,
2322,bangkèlan,buntalan besar,,,,,,,
2323,bawèl,nyinyir,,,,,,,
2324,bebendhu,hukuman,Kata Benda,,,,,,
2325,bebucal,berhajat besar,Kata Kerja,,,,,,
2326,bebudhen,kepribadian,Kata Benda,,,,,,
2327,bebuwang,berhajat besar,Kata Kerja,,,,,,
2328,bedaya,tarian sakral yang menjadi ciri khas keraton,Kata Benda,,,,,,
2329,begundhal,kaki-tangan,Kata Benda,,,,,,
2330,bingget,tanda dikulit akbiat jepitan atau lilitan yang ketat,Kata Benda,,,,,,
2331,blakrak,bepergian tanpa ada manfaatnya (bahasa kasar),,,,,,,
2332,bloloken,silau,Kata Keadaan,,,,,,
2333,bludak,tumpah,,,,,,,
2334,mbolot,membersihkan daki,,,,,,,
2335,mborok,menjadi borok,,,,,,,
2336,bothak,bagian dari kepala yang tidak di tumbuhi rambut,,,,,,,
2337,brodhol,terlepas ikatannya,Kata Sifat,,,,,,
2338,bronggal,bongkah,,,,,,,
2339,bubuti,mencabuti,Kata Kerja,,,,,,
2340,budeng,kera hitam,Kata Benda,,,,,,
2341,buntil,"masakan terbuat dari kelapa muda, ikan teri dan daun keladi sebagai pembungkus",Kata Benda,,,,,,
2342,butut,jelek karena sudah dimakan umur,,,,,,,
2343,béncong,banci,,,,,,,
2344,cakalan,salah satu jenis ikan laut,Kata Benda,,,,,,
2345,carup,raup,Kata Kerja,,,,,,
2346,celempung,alat musik bagian dari gamelan,Kata Benda,,,,,,
2347,cemawis,tersedia,Kata Sifat,,,,,,
2348,ceriwis,banyak bicara,Kata Sifat,,,,,,
2349,nyiduk,mengambil air dengan gayung,Kata Kerja,,,,,,
2350,cimit-cimit,mengambil dengan cara sedikit-sedikit karena jijik,Kata Kerja,,,,,,
2351,nyelekit,memberikan sensasi seperti dicubit/digigit semut; menusuk hati,Kata Kerja,,,,,,
2352,nyolongan,sering mencuri; suka mencuri; panjang tangan,Kata Sifat,,,,,,
2353,nyrita'aken,menceritakan; bercerita,Kata Kerja,,,,,Krama,
2354,cucakrawa,nama burung,Kata Benda,,,,,,
2355,cul-culan,"tanpa kontrol, tanpa kendali, tanpa pengawasan",Kata Sifat,,,,,,
2356,dadèn-dadèn,jadi-jadian,,,,,,,
2357,dawakake,memanjangkan,Kata Kerja,,,,,,
2358,duku,buah duku,,,,,,,
2359,dungarèn,tumben,,,,,,,
2360,dhadhakmerak,pemain dalam kesenian reog yang memakai hiasan bulu merak di kepalanya,Kata Benda,,,,,,
2361,dhalan,jalan,Kata Benda,,,,,,
2362,dhalu,malam,,,,,,,
2363,enep,endap,Kata Kerja,,,,,,
2364,enggèlèk,bangkit secara tiba-tiba,,,,,,,
2365,gandhol,bergantung pada sesuatu,Kata Keadaan,,,,,,
2366,gathot,makanan dari gaplek,Kata Benda,,,,,,
2367,gayok,gapai,,,,,,,
2368,gembul,makan bersama,,,,,,,
2369,gemlethak,bergeletakan,Kata Sifat,,,,,,
2370,gemlundung,bergelundungan,Kata Kerja,,,,,,
2371,gemrubug,menderu (suara angin,Kata Keadaan,,,,,,
2372,gemrégah,bangkit seketika,,,,,,,
2373,gibeng,"pukul, tinju",,,,,,,
2374,gondhangen,bengkak setelah dikhitan,Kata Sifat,,,,,,
2375,gribik,atap rumah yang terbuat dari anyaman rumput,,,,,,,
2376,grudhal,kotoran gigi,Kata Benda,,,,,,
2377,gubuk,rumah kecil dan sangat sederhana,,,,,,,
2378,gumpil,runtuh (tanah,Kata Kerja,,,,,,
2379,haldhoko,gunung,Kata Benda,,,,,Krama,
2380,handhoko,banteng,Kata Benda,,,,,Krama,
2381,hangasto,membawa,Kata Kerja,,,,,Krama,
2382,hangganiro,"badanmu, tubuhmu",Kata Benda,,,,,Krama,
2383,hapsoro,buku/kitab,Kata Benda,,,,,Krama,
2384,hastho,langit,Kata Benda,,,,,Krama,
2385,ibal,betapa,Kata Sambung,,,,,,
2386,idhi,izin,Kata Benda,,,,,,
2387,iring-iring,mengantar pengantin ke rumah pasangannya,Kata Kerja,,,,,,
2388,ngisin-ngisini,"membuat malu, malu-maluin",Kata Kerja,,,,,,
2389,jabut,cabut,Kata Kerja,,,,,,
2390,jancuk|jancuk/jancok,"salah satu bentuk umpatan, kalau di surabaya 'Cuk' biasa digunakan dalam bahasa sapaan sehari-hari bagi yang sudah kenal akrab",,,,,,,
2391,jangar,rasa sakit dan panas di kepala,Kata Sifat,,,,,,
2392,jarké,biarkan,,,,,,,
2393,jenggong,salak (anjing),Kata Kerja,,,,,,
2394,jorok,dorong sampai jatuh,Kata Kerja,,,,,,
2395,jugruk,runtuh dalam skala besar (misalnya tebing),Kata Sifat,,,,,,
2396,julungpujut,nama wuku dalam penanggalan jawa,Kata Benda,,,,,,
2397,jumawa,angkuh,Kata Sifat,,,,,,
2398,kancrit,ketinggalan,,,,,,,
2399,kemingkel,terbahak,,,,,,,
2400,kemplu,agak gila/sinthing,,,,,,,
2401,kaplok,tabok / tampar,,,,,,,
2402,klangopan,"kantuk, selalu menguap",,,,,,,
2403,klèntang,buah kelor,,,,,,,
2404,klingihan,malu setelah melakukan sesuatu yang tidak pantas,,,,,,,
2405,klompen,bakiak /terompah,,,,,,,
2406,klèsètan,tiduran bermalas-malasan,,,,,,,
2407,kora-kora,"mencuci piring, gelas, atau alat kotor untuk makan lain.",Kata Kerja,,,,,,
2408,korting,diskon,,,,,,,
2409,kranggèhan,"berusaha menggapai sesuatu di tempat yang tinggi, orang yang berusaha menyelamatkan diri dari tenggelam",,,,,,,
2410,kumu,kumur,,,,,,,
2411,kuthang,kutang; BH,Kata Benda,,,,,,
2412,kéntér,hanyut,,,,,,,
2413,ladéng,pisau,,,,,,,
2414,lambéyan,melenggang,,,,,,,
2415,lemit,rumit,,,,,,,
2416,lodhok,"tidak pas/kendor, ketek (kotoran mata)",,,,,,,
2417,madheb,menghadab / menatap,,,,,,,
2418,majinggo,warna merah muda / magenta,,,,,,,
2419,marunan,ngambek-ngambekan,,,,,,,
2420,maruto,angin,,,,,,Krama,
2421,medheni,menakutkan,Kata Sifat,,,,,,
2422,mindhak-mindhik,mengendap-endap,,,,,,,
2423,minulyo,sejahtera,,,,,,,
2424,mléngsé,berubah posisi/ tergelincir,,,,,,,
2425,mlunthu,bulatan kecil,,,,,,,
2426,mriko,di sana,,,,,,Krama,
2427,molèt,menggeliat,,,,,,,
2428,nalendro,raja / seorang pembesar,Kata Sifat,,,,,Krama,
2429,nawak'aken,menawarkan,,,,,,Krama,
2430,nawakno,menawarkan,,,,,,,
2431,ndhèngèr,tau / ngerti,,,,,,,
2432,ndhiko,anda / kamu,,,,,,Krama,
2433,ndhoro,tuan,,,,,,Krama,
2434,nendro,tidur,Kata Sifat,,,,,Krama,
2435,ninggal'aken,meninggalkan,,,,,,Krama,
2436,nolo,pikiran,Kata Benda,,,,,,
2437,nowo,sembilan,Kata Sifat,,,,,Krama,
2438,ngaboti,memberatkan,Kata Kerja,,,,,,
2439,ngakoso,angkasa/langit,Kata Benda,,,,,Krama,
2440,ngemit,berjaga/menjaga sesuatu,,,,,,,
2441,ngemik'i,menyusui,Kata Kerja,,,,,,
2442,ngintik,mengintip,Kata Kerja,,,,,,
2443,nglamak,"tidak sopan, tidak hormat, melonjak",Kata Sifat,,,,,,
2444,nglangsemi,payudara yang terasa sakit karena penuh dengan air susu,,,,,,,
2445,ngrebyong,rindang,Kata Sifat,,,,,,
2446,ngunjali,melangsir,,,,,,,
2447,nyagak'i,memberi tiang,,,,,,,
2448,nyangkruk,berkumpul bersama di tempat ronda,,,,,,,
2449,nyilah,meminjam,,,,,,,
2450,nyilahi,meminjamkan,,,,,,,
2451,nyilahno,dipinjamkan,,,,,,,
2452,nyrawung,berkumpul,Kata Kerja,,,,,,
2453,nyulohi,menerangi,,,,,,,
2454,obok-obok,aduk-aduk menggunakan tangan (biasanya ke air,Kata Kerja,,,,,,
2455,olo,buruk,Kata Sifat,,,,,,
2456,onjokolo,petang,,,,,,Krama,
2457,orat-arit,berantakan,Kata Kerja,,,,,,
2458,pandhum,bagian,,,,,,,
2459,diparoh,dibagi,Kata Kerja,,,,,,
2460,petheng,gelap,Kata Sifat,,,,,,
2461,pithek,ayam,Kata Benda,,,,,,
2462,ponco,lima,Kata Bilangan,,,,,,
2463,pupoh,memukul dengan kayu,Kata Kerja,,,,,,
2464,rebyek,banyak tambahan pekerjaan yang kurang perlu,,,,,,,
2465,rese,ikan asin (gereh),,,,,,,
2466,rimbang,Membersihkan mata dg dikedip-kedipkan di air,,,,,,,
2467,runut,urut dan serasi,,,,,,,
2468,sembogo,semboyan / moto / slogan,,,,,,,
2469,sendhat,tali,,,,,,,
2470,sibén,membasuh badan dengan menggunakan kain atau handuk basah,,,,,,,
2471,sinubo,belajar,Kata Kerja,,,,,Krama,
2472,sinukarto,mengajarkan,,,,,,Krama,
2473,slomot,"menyulut, biasanya dengan bara rokok",,,,,,,
2474,sruduk,"menabrak dengan kepala (oleh ternak seperti kambing, sapi, kerbau, banteng))",,,,,,,
2475,subyung,"mengerumuni, mendukung",,,,,,,
2476,sundhél,hantu perempuan,Kata Benda,,,,,,
2477,tinular,menyampaikan sesuatu,Kata Kerja,,,,,,
2478,trantanan,belajar berjalan pada balita dengan cara berpegang pada sesuatu misalnya dinding,Kata Benda,,,,,,
2479,tuturi,"omongi,bilangin",,,,,,,
2480,udal-udal,membongkar,Kata Kerja,,,,,,
2481,ugunganipun,sanjungan nya,,,,,,,
2482,ujaripun,katanya,,,,,,,
2483,ukil,pelit,Kata Sifat,,,,,,
2484,untel-untel,*membuat kertas dsb. menjadi gumpalan,Kata Kerja,,,,,,
2485,untup-untup,muncul sedikit,Kata Kerja,,,,,,
2486,urap-urap,sayuran yang dicampur dengan bumbu dari kelapa parut,Kata Benda,,,,,,
2487,uthis,puntung rokok,Kata Benda,,,,,,
2488,uwos-uwos,mencuci pakaian,Kata Kerja,,,,,Krama,
2489,wadas,cadas,Kata Benda,,,,,,
2490,wadat,tidak menikah,Kata Keadaan,,,,,,
2491,wawansabda,bercakap-cakap,Kata Kerja,,,,,,
2492,wek'e,punyanya,Kata Keterangan,,,,,,
2493,wekasi,berpesan/menyampaikan,Kata Kerja,,,,,,
2494,wondho,bentuk/rupa,Kata Kerja,,,,,Krama,
2495,wucal,ajar,Kata Benda,,,,,,
2496,wédhok,perempuan,Kata Benda,,,,,,
2497,werdhi,arti,Kata Benda,,,,,Krama,
